AILERON POSITION LH,AILERON POSITION RH,CORRECTED ANGLE OF ATTACK,BARO CORRECT ALTITUDE LSP,BARO CORRECT ALTITUDE LSP,COMPUTED AIRSPEED LSP,SELECTED COURSE,DRIFT ANGLE,ELEVATOR POSITION LEFT,ELEVATOR POSITION RIGHT,T.E. FLAP POSITION,GLIDESLOPE DEVIATION,SELECTED HEADING,SELECTED AIRSPEED,LOCALIZER DEVIATION,N1 COMMAND LSP,TOTAL PRESSURE LSP,PITCH ANGLE LSP,ROLL ANGLE LSP,RUDDER POSITION,TRUE HEADING LSP,VERTICAL ACCELERATION,WIND SPEED,AP FD STATUS,GEARS L&R DOWN LOCKED,TCAS LSP,WEIGHT ON WHEELS
84.49356,83.716156,-0.0012224321,871.9806,872.26166,-0.011530064,0.0,18.28235,19.924072,63.749146,94.0,0.02028,0.0,0.0,0.34025598,0.0,1000.2604,-0.032493923,0.25479028,-1.5085802,-100.11661,0.96785593,37.35506,0,0,0,0
84.4731,83.67523,0.0012240377,889.6481,889.73346,0.011555525,0.0,-3.8769684,19.94453,63.749146,94.0,0.00156,0.0,0.0,0.36554,0.0,1000.00867,-0.22955257,0.13141762,-0.21013539,-99.51991,1.0186743,-8.394654,0,0,0,0
84.49356,83.67523,-0.0012256604,884.45105,884.2932,-0.011581025,0.0,1.9765674,19.924072,63.749146,94.0,0.04758,0.0,0.0,0.36652,0.0,1000.1155,-0.18129838,0.15991028,-1.5535151,-100.44648,0.9898562,4.5796914,0,0,0,0
84.49356,83.67523,0.0012273001,887.76074,887.65546,0.011606566,0.0,-1.248423,19.94453,63.749146,94.0,0.01014,0.0,0.0,0.336336,0.0,1000.12256,-0.20835498,0.14289069,-0.16698253,-99.46807,1.005337,-3.1232984,0,0,0,0
84.514015,83.67523,-0.001228957,885.3836,885.9193,-0.011632147,0.0,0.8662698,19.924072,63.749146,94.0,0.00741,0.0,0.0,0.360052,0.0,1000.0915,-0.19020322,0.1534312,-1.575077,-100.475235,0.99692035,2.363761,0,0,0,0
84.49356,83.716156,0.0012306307,888.23773,888.38165,0.011657773,0.0,-0.6305369,19.94453,63.749146,94.0,0.0741,0.0,0.0,0.34750798,0.0,1000.10016,-0.20340227,0.14735462,-0.11011638,-99.45274,1.000871,-1.8995441,0,0,0,0
84.49356,83.67523,-0.0012323214,885.80597,885.6717,-0.01168344,0.0,0.46987778,19.924072,63.749146,94.0,-0.0077999854,0.0,0.0,0.35103598,0.0,1000.1447,-0.19340429,0.15450715,-1.6039625,-100.48618,1.0017567,1.5870543,0,0,0,0
84.49356,83.67523,0.001234029,886.1372,886.6637,0.011709151,0.0,-0.3526363,19.924072,63.749146,94.0,0.07956,0.0,0.0,0.359464,0.0,1000.1211,-0.20108129,0.15270315,-0.08718414,-99.44432,0.9987546,-1.3625724,0,0,0,0
84.49356,83.67523,-0.0012357535,886.1947,885.7664,-0.0117349075,0.0,0.2626635,19.94453,63.728687,95.0,-0.02964002,0.0,0.0,0.350252,0.0,1000.0998,-0.19539858,0.15311292,-1.6378922,-100.491745,1.0040009,1.1935993,0,0,0,0
84.49356,83.26608,0.0012374949,886.7326,886.9385,0.011760709,0.0,-0.19086966,19.94453,63.728687,94.0,0.01833,0.0,0.0,0.357308,0.0,1000.0867,-0.1971419,0.14039941,-0.035581775,-99.43023,0.99698853,-1.061853,0,0,0,0
84.49356,83.73661,-0.0012392531,885.9031,885.51825,-0.011786557,0.0,0.13174848,19.94453,63.749146,94.0,-0.15170997,0.0,0.0,0.35809198,0.0,1000.08966,-0.18134448,0.13224716,-1.6490028,-100.47798,1.0059341,0.95627296,0,0,0,0
84.49356,83.73661,0.0012410281,887.1702,886.81104,0.011812452,0.0,-0.081768095,19.924072,63.749146,94.0,0.0117,0.0,0.0,0.357308,0.0,1000.10187,-0.17052133,0.119495235,-0.0466063,-99.388725,0.9947702,-0.869779,0,0,0,0
84.49356,83.73661,-0.0012428198,885.1424,885.75714,-0.011838396,0.0,0.03855601,19.94453,63.749146,94.0,-0.41612995,0.0,0.0,0.35456398,0.0,1000.0858,-0.14002173,0.10777837,-1.6229321,-100.448425,1.0060847,0.7976309,0,0,0,0
84.514015,83.73661,0.0012446285,887.2642,887.1885,0.011864387,0.0,-0.00045624212,19.94453,63.749146,94.0,-0.34710002,0.0,0.0,0.34868398,0.0,1000.07825,-0.10575624,0.089829475,-0.15847355,-99.36405,0.99443865,-0.7365366,0,0,0,0
84.4731,83.716156,-0.0012464537,885.8295,885.585,-0.01189043,0.0,-0.033725597,19.924072,63.749146,94.0,-0.101010025,0.0,0.0,0.35182,0.0,1000.06696,-0.049041882,0.07361398,-1.3350737,-100.503624,1.007155,0.6841388,0,0,0,0
84.49356,83.716156,0.0012482958,886.9412,887.2576,0.011916522,0.0,0.06487616,19.924072,63.769604,94.0,-0.20553005,0.0,0.0,0.36808798,0.0,1000.0504,0.013358466,0.08857364,-0.8515931,-99.55946,0.9931683,-0.63870525,0,0,0,0
84.4731,83.73661,-0.0012501543,886.38513,886.876,-0.011942665,0.0,-0.09367107,19.924072,63.769604,95.0,-0.44148004,0.0,0.0,0.360052,0.0,1000.0607,0.068445295,0.10612619,0.483184,-100.911896,1.0076247,0.59893495,0,0,0,0
84.4731,83.77753,0.0012520298,887.5235,887.04285,0.011968861,0.0,0.12063777,19.903614,63.749146,94.0,-0.07643998,0.0,0.0,0.35456398,0.0,1000.0663,0.1010982,0.06195276,-10.396165,-100.156555,0.9926978,-0.56383175,0,0,0,0
84.49356,83.49112,-0.0012539218,887.1489,887.11597,-0.01199511,0.0,-0.1461978,19.903614,63.769604,94.0,-0.113489985,0.0,0.0,0.329476,0.0,1000.0497,0.10280178,0.029185921,-18.403133,-101.6019,1.0067472,0.5326199,0,0,0,0
